0,8.4,19.2,8.2,12.85
0.1,-7.1,-6.9,-12.36,-13.52
0.2,-11.44,-14.02,-19.92,-16.5
0.3,7.51,6.62,1.41,0.96
0.4,-5.65,0.1,-19.92,-7.9
0.5,-11.44,-14.02,-19.92,-12.36
0.6,13.82,-0.85,-8.75,-9.95
